"","iso_3","continent","country","year","rate","gdp","oecd","eu27","gseven","gtwenty","brics"
"1804","CHE","EU","Switzerland","2020","21.148581",691.037841796875,1,0,0,0,0
"1927","CHL","SA","Chile","2020","25",297.622894287109,1,0,0,0,0
"2009","CHN","AS","China","2020","25",12214.875,0,0,0,1,1
"1845","CIV","AF","Cote d'Ivoire","2020","25",48.1259231567383,0,0,0,0,0
"1968","CMR","AF","Cameroon","2020","33",41.1651954650879,0,0,0,0,0
"1681","COD","AF","Democratic Republic of the Congo","2020","35",38.8006439208984,0,0,0,0,0
"1763","COG","AF","Congo","2020","30",14.767689704895,0,0,0,0,0
"1886","COK","OC","Cook Islands","2020","20",NA,0,0,0,0,0
"2050","COL","SA","Colombia","2020","32",402.894500732422,1,0,0,0,0
"4920","COM","AF","Comoros","2020","50",NA,0,0,0,0,0
"2173","CPV","AF","Cabo Verde","2020","22",2.2423357963562,0,0,0,0,0
"2091","CRI","NO","Costa Rica","2020","30",51.9438896179199,0,0,0,0,0
"2214","CUW","NO","Curacao","2020","22",NA,0,0,0,0,0
"5125","CYM","NO","Cayman Islands","2020","0",NA,0,0,0,0,0
"2296","CYP","EU","Cyprus","2020","12.5",28.2765445709229,0,1,0,0,0
"2337","CZE","EU","Czechia","2020","19",259.451385498047,1,1,0,0,0
"2378","DEU","EU","Germany","2020","29.897059",4021.04931640625,1,1,1,1,0
"2419","DJI","AF","Djibouti","2020","25",2.0661461353302,0,0,0,0,0
"2501","DMA","NO","Dominica","2020","25",0.526516556739807,0,0,0,0,0
"2460","DNK","EU","Denmark","2020","22",376.545562744141,1,1,0,0,0
"2542","DOM","NO","Dominican Republic","2020","27",91.0462341308594,0,0,0,0,0
"2583","DZA","AF","Algeria","2020","26",209.808395385742,0,0,0,0,0
"2624","ECU","SA","Ecuador","2020","25",88.6436386108398,0,0,0,0,0
"2706","EGY","AF","Egypt","2020","22.5",311.926330566406,0,0,0,0,0
"2788","ERI","AF","Eritrea","2020","30",3.21514058113098,0,0,0,0,0
"2829","ESP","EU","Spain","2020","25",1613.68615722656,1,1,0,0,0
"2665","EST","EU","Estonia","2020","20",27.9761867523193,1,1,0,0,0
"2870","ETH","AF","Ethiopia","2020","30",64.8574905395508,0,0,0,0,0
"2911","FIN","EU","Finland","2020","20",276.467895507812,1,1,0,0,0
"2952","FJI","OC","Fiji","2020","20",4.3901686668396,0,0,0,0,0
"2993","FLK","SA","Falkland Islands (Malvinas)","2020","26",NA,0,0,0,0,0
"3116","FRA","EU","France","2020","32.02",3003.62939453125,1,1,1,1,0
"3075","FRO","EU","Faroe Islands","2020","18",NA,0,0,0,0,0
"3034","FSM","OC","Micronesia (Federated States of)","2020","30",NA,0,0,0,0,0
"3157","GAB","AF","Gabon","2020","30",20.6892642974854,0,0,0,0,0
"3198","GBR","EU","United Kingdom of Great Britain and Northern Ireland","2020","19",2935.59790039062,1,0,1,1,0
"3280","GEO","AS","Georgia","2020","15",17.9820785522461,0,0,0,0,0
"3362","GGY","EU","Guernsey","2020","0",NA,0,0,0,0,0
"3403","GHA","AF","Ghana","2020","25",60.4730758666992,0,0,0,0,0
"3444","GIB","EU","Gibraltar","2020","10",NA,0,0,0,0,0
"3567","GIN","AF","Guinea","2020","35",12.6629390716553,0,0,0,0,0
"3526","GMB","AF","Gambia","2020","31",1.30428659915924,0,0,0,0,0
"3854","GNB","AF","Guinea-Bissau","2020","25",1.27205038070679,0,0,0,0,0
"3649","GNQ","AF","Equatorial Guinea","2020","35",12.8189077377319,0,0,0,0,0
"3690","GRC","EU","Greece","2020","24",263.192596435547,1,1,0,0,0
"3239","GRD","NO","Grenada","2020","28",1.09376859664917,0,0,0,0,0
"3485","GRL","NO","Greenland","2020","26.5",NA,0,0,0,0,0
"3772","GTM","NO","Guatemala","2020","25",57.92138671875,0,0,0,0,0
"3813","GUM","OC","Guam","2020","21",NA,0,0,0,0,0
"3895","GUY","SA","Guyana","2020","25",4.19122505187988,0,0,0,0,0
"3936","HKG","AS","China, Hong Kong Special Administrative Region","2020","16.5",296.068481445312,0,0,0,0,0
"4018","HND","NO","Honduras","2020","25",22.7178153991699,0,0,0,0,0
"4059","HRV","EU","Croatia","2020","18",68.3754272460938,0,1,0,0,0
"4100","HTI","NO","Haiti","2020","30",8.46308326721191,0,0,0,0,0
"4141","HUN","EU","Hungary","2020","9",174.343383789062,1,1,0,0,0
"4182","IDN","AS","Indonesia","2020","25",1266.70837402344,0,0,0,1,0
"4305","IMN","EU","Isle of Man","2020","0",NA,0,0,0,0,0
"4346","IND","AS","India","2020","30",3228.86376953125,0,0,0,1,1
"4223","IRL","EU","Ireland","2020","12.5",401.359313964844,1,1,0,0,0
"4469","IRN","AS","Iran (Islamic Republic of)","2020","25",512.311889648438,0,0,0,0,0
"4428","IRQ","AS","Iraq","2020","15",219.172943115234,0,0,0,0,0
"4510","ISL","EU","Iceland","2020","20",18.7213439941406,1,0,0,0,0
"4264","ISR","AS","Israel","2020","23",330.382904052734,1,0,0,0,0
"4551","ITA","EU","Italy","2020","27.81",2146.763671875,1,1,1,1,0
"4633","JAM","NO","Jamaica","2020","25",14.7105846405029,0,0,0,0,0
"4592","JEY","EU","Jersey","2020","0",NA,0,0,0,0,0
"4674","JOR","AS","Jordan","2020","20",33.4202880859375,0,0,0,0,0
"4715","JPN","AS","Japan","2020","29.74",6272.25048828125,1,0,1,1,0
"5166","KAZ","AS","Kazakhstan","2020","20",216.768447875977,0,0,0,0,0
"4756","KEN","AF","Kenya","2020","30",69.1111145019531,0,0,0,0,0
"4797","KGZ","AS","Kyrgyzstan","2020","10",7.34457540512085,0,0,0,0,0
"4838","KHM","AS","Cambodia","2020","20",22.3068103790283,0,0,0,0,0
"4879","KIR","OC","Kiribati","2020","35",NA,0,0,0,0,0
"4961","KNA","NO","Saint Kitts and Nevis","2020","33",1.00554943084717,0,0,0,0,0
"5043","KOR","AS","Republic of Korea","2020","27.5",1440.09985351562,1,0,0,1,0
"5084","KWT","AS","Kuwait","2020","15",146.277282714844,0,0,0,0,0
"5207","LAO","AS","Lao People's Democratic Republic","2020","24",14.3353300094604,0,0,0,0,0
"5248","LBN","AS","Lebanon","2020","17",44.2446823120117,0,0,0,0,0
"5412","LBR","AF","Liberia","2020","25",1.72912347316742,0,0,0,0,0
"5617","LBY","AF","Libya","2020","20",55.0127449035645,0,0,0,0,0
"5289","LCA","NO","Saint Lucia","2020","30",1.63775980472565,0,0,0,0,0
"5330","LIE","EU","Liechtenstein","2020","12.5",NA,0,0,0,0,0
"5371","LKA","AS","Sri Lanka","2020","28",91.58349609375,0,0,0,0,0
"5453","LSO","AF","Lesotho","2020","25",3.0174708366394,0,0,0,0,0
"5494","LTU","EU","Lithuania","2020","15",52.0832252502441,1,1,0,0,0
"5535","LUX","EU","Luxembourg","2020","24.94",68.4751052856445,1,1,0,0,0
"5576","LVA","EU","Latvia","2020","20",33.7495536804199,1,1,0,0,0
"6109","MAC","AS","China, Macao Special Administrative Region","2020","12",39.3973503112793,0,0,0,0,0
"5822","MAF","NO","Saint Martin (French Part)","2020","35",NA,0,0,0,0,0
"5658","MAR","AF","Morocco","2020","31",131.097564697266,0,0,0,0,0
"5699","MCO","EU","Monaco","2020","28",NA,0,0,0,0,0
"5740","MDA","EU","Republic of Moldova","2020","12",8.55423545837402,0,0,0,0,0
"5863","MDG","AF","Madagascar","2020","20",12.3225297927856,0,0,0,0,0
"6396","MDV","AS","Maldives","2020","15",4.58294677734375,0,0,0,0,0
"6478","MEX","NO","Mexico","2020","30",1337.58227539062,1,0,0,1,0
"5945","MKD","EU","The former Yugoslav Republic of Macedonia","2020","10",11.9782190322876,0,0,0,0,0
"5986","MLI","AF","Mali","2020","30",16.2519817352295,0,0,0,0,0
"6314","MLT","EU","Malta","2020","35",14.8592576980591,0,1,0,0,0
"6027","MMR","AS","Myanmar","2020","25",80.5659790039062,0,0,0,0,0
"5781","MNE","EU","Montenegro","2020","9",NA,0,0,0,0,0
"6068","MNG","AS","Mongolia","2020","25",14.7079973220825,0,0,0,0,0
"6150","MNP","OC","Northern Mariana Islands","2020","21",NA,0,0,0,0,0
"6560","MOZ","AF","Mozambique","2020","32",16.9478340148926,0,0,0,0,0
"6232","MRT","AF","Mauritania","2020","25",6.55571269989014,0,0,0,0,0
"6273","MSR","NO","Montserrat","2020","30",NA,0,0,0,0,0
"6355","MUS","AF","Mauritius","2020","15",14.4156179428101,0,0,0,0,0
"6437","MWI","AF","Malawi","2020","30",10.2578792572021,0,0,0,0,0
"6519","MYS","AS","Malaysia","2020","24",415.669952392578,0,0,0,0,0
"6601","NAM","AF","Namibia","2020","32",15.1570816040039,0,0,0,0,0
"6642","NCL","OC","New Caledonia","2020","30",NA,0,0,0,0,0
"6683","NER","AF","Niger","2020","30",10.0366468429565,0,0,0,0,0
"6765","NGA","AF","Nigeria","2020","30",488.383880615234,0,0,0,0,0
"6806","NIC","NO","Nicaragua","2020","30",11.436279296875,0,0,0,0,0
"7011","NIU","OC","Niue","2020","30",NA,0,0,0,0,0
"6847","NLD","EU","Netherlands","2020","25",977.133544921875,1,1,0,0,0
"6888","NOR","EU","Norway","2020","22",509.595428466797,1,0,0,0,0
"6929","NPL","AS","Nepal","2020","25",25.4674968719482,0,0,0,0,0
"6970","NRU","OC","Nauru","2020","25",NA,0,0,0,0,0
"7052","NZL","OC","New Zealand","2020","28",195.080184936523,1,0,0,0,0
"7093","OMN","AS","Oman","2020","15",79.5869598388672,0,0,0,0,0
"7339","PAK","AS","Pakistan","2020","29",267.491241455078,0,0,0,0,0
"7134","PAN","NO","Panama","2020","25",53.5034484863281,0,0,0,0,0
"7175","PER","SA","Peru","2020","29.5",222.491119384766,0,0,0,0,0
"7298","PHL","AS","Philippines","2020","30",362.126037597656,0,0,0,0,0
"7257","PNG","OC","Papua New Guinea","2020","30",21.23073387146,0,0,0,0,0
"7380","POL","EU","Poland","2020","19",680.419494628906,1,1,0,0,0
"7503","PRI","NO","Puerto Rico","2020","37.5",85.9463958740234,0,0,0,0,0
"7585","PRT","EU","Portugal","2020","31.5",251.691040039062,1,1,0,0,0
"7667","PRY","SA","Paraguay","2020","10",40.0937538146973,0,0,0,0,0
"7544","PSE","AS","State of Palestine","2020","15",NA,0,0,0,0,0
"7216","PYF","OC","French Polynesia","2020","25",NA,0,0,0,0,0
"7708","QAT","AS","Qatar","2020","10",NA,0,0,0,0,0
"7790","ROU","EU","Romania","2020","16",239.959014892578,0,1,0,0,0
"7872","RUS","EU","Russian Federation","2020","20",1782.05969238281,0,0,0,1,1
"7913","RWA","AF","Rwanda","2020","30",11.5992918014526,0,0,0,0,0
"7954","SAU","AS","Saudi Arabia","2020","20",726.8984375,0,0,0,1,0
"8077","SDN","AF","Sudan","2020","35",80.7808990478516,0,0,0,0,0
"8446","SEN","AF","Senegal","2020","30",27.8735027313232,0,0,0,0,0
"8159","SGP","AS","Singapore","2020","17",330.237487792969,0,0,0,0,0
"8200","SHN","AF","Saint Helena","2020","25",NA,0,0,0,0,0
"7995","SLB","OC","Solomon Islands","2020","30",1.00963640213013,0,0,0,0,0
"8364","SLE","AF","Sierra Leone","2020","30",4.00262117385864,0,0,0,0,0
"8651","SLV","NO","El Salvador","2020","30",23.6719760894775,0,0,0,0,0
"8405","SMR","EU","San Marino","2020","17",NA,0,0,0,0,0
"7831","SRB","EU","Serbia","2020","15",46.7319107055664,0,0,0,0,0
"8569","SSD","AF","South Sudan","2020","25",NA,0,0,0,0,0
"8610","STP","AF","Sao Tome and Principe","2020","25",0.300221413373947,0,0,0,0,0
"8528","SUR","SA","Suriname","2020","36",4.82375383377075,0,0,0,0,0
"8323","SVK","EU","Slovakia","2020","21",120.040351867676,1,1,0,0,0
"8241","SVN","EU","Slovenia","2020","19",59.1361846923828,1,1,0,0,0
"8118","SWE","EU","Sweden","2020","21.4",604.571655273438,1,1,0,0,0
"8774","SWZ","AF","Swaziland","2020","27.5",5.61213827133179,0,0,0,0,0
"8692","SXM","NO","Sint Maarten (Dutch part)","2020","35",NA,0,0,0,0,0
"8036","SYC","AF","Seychelles","2020","33",1.49852049350739,0,0,0,0,0
"8733","SYR","AS","Syrian Arab Republic","2020","28",35.5110130310059,0,0,0,0,0
"8815","TCA","NO","Turks and Caicos Islands","2020","0",NA,0,0,0,0,0
"8856","TCD","AF","Chad","2020","35",13.4515657424927,0,0,0,0,0
"8938","TGO","AF","Togo","2020","27",5.87623739242554,0,0,0,0,0
"8979","THA","AS","Thailand","2020","20",471.719421386719,0,0,0,0,0
"9020","TJK","AS","Tajikistan","2020","23",10.7339572906494,0,0,0,0,0
"9061","TKL","OC","Tokelau","2020","0",NA,0,0,0,0,0
"9143","TKM","AS","Turkmenistan","2020","8",50.317211151123,0,0,0,0,0
"9102","TLS","OC","Timor-Leste","2020","10",NA,0,0,0,0,0
"9225","TON","OC","Tonga","2020","25",0.448402255773544,0,0,0,0,0
"9307","TTO","NO","Trinidad and Tobago","2020","30",21.8040161132812,0,0,0,0,0
"9184","TUN","AF","Tunisia","2020","25",53.6297225952148,0,0,0,0,0
"9266","TUR","AS","Turkey","2020","22",1251.90747070312,1,0,0,1,0
"9389","TWN","AS","Taiwan","2020","20",562.932189941406,0,0,0,0,0
"9430","TZA","AF","United Republic of Tanzania","2020","30",58.8174896240234,0,0,0,0,0
"9512","UGA","AF","Uganda","2020","30",31.7425003051758,0,0,0,0,0
"9471","UKR","EU","Ukraine","2020","18",139.145446777344,0,0,0,0,0
"9635","URY","SA","Uruguay","2020","25",52.2928161621094,0,0,0,0,0
"9594","USA","NO","United States of America","2020","25.766571",18637.896484375,1,0,1,1,0
"9676","UZB","AS","Uzbekistan","2020","7.5",76.8444900512695,0,0,0,0,0
"9758","VCT","NO","Saint Vincent and the Grenadines","2020","30",0.788205623626709,0,0,0,0,0
"9799","VEN","SA","Venezuela (Bolivarian Republic of)","2020","34",106.504135131836,0,0,0,0,0
"9840","VGB","NO","British Virgin Islands","2020","0",NA,0,0,0,0,0
"9881","VIR","NO","United States Virgin Islands","2020","23.1",NA,0,0,0,0,0
"9922","VNM","AS","Viet Nam","2020","20",212.8828125,0,0,0,0,0
"9963","VUT","OC","Vanuatu","2020","0",0.887696146965027,0,0,0,0,0
"10004","WLF","OC","Wallis and Futuna Islands","2020","0",NA,0,0,0,0,0
"10045","WSM","OC","Samoa","2020","27",0.820523142814636,0,0,0,0,0
"10086","XKX","EU","Kosovo, Republic of","2020","10",NA,0,0,0,0,0
"10127","YEM","AS","Yemen","2020","20",19.5237693786621,0,0,0,0,0
"10209","ZAF","AF","South Africa","2020","28",438.821319580078,0,0,0,1,1
"10250","ZMB","AF","Zambia","2020","35",30.7073307037354,0,0,0,0,0
"10291","ZWE","AF","Zimbabwe","2020","24.72",NA,0,0,0,0,0
