"","iso_3","continent","country","year","rate","gdp","oecd","eu27","gseven","gtwenty","brics"
"4250","GRC","EU","Greece","2024",22,222.6225202123,1,1,0,0,0
"3855","GRD","NO","Grenada","2024",28,1.24300094598398,0,0,0,0,0
"4053","GRL","NO","Greenland","2024",26.5,NA,0,0,0,0,0
"4316","GTM","NO","Guatemala","2024",25,91.1580802461801,0,0,0,0,0
"4381","GUM","OC","Guam","2024",21,NA,0,0,0,0,0
"4447","GUY","SA","Guyana","2024",25,28.2567045575226,0,0,0,0,0
"4512","HKG","AS","China, Hong Kong Special Administrative Region","2024",16.5,344.195818286931,0,0,0,0,0
"4578","HND","NO","Honduras","2024",30,28.2706134368935,0,0,0,0,0
"4643","HRV","EU","Croatia","2024",18,70.7866730547528,0,1,0,0,0
"4708","HTI","NO","Haiti","2024",30,13.7671194350644,0,0,0,0,0
"4773","HUN","EU","Hungary","2024",15,171.659703266724,1,1,0,0,0
"4838","IDN","AS","Indonesia","2024",22,1324.60266406836,0,0,0,1,0
"5033","IMN","EU","Isle of Man","2024",0,NA,0,0,0,0,0
"5034","IND","AS","India","2024",30,3687.55200805852,0,0,0,1,1
"4903","IRL","EU","Ireland","2024",15,498.603281258942,1,1,0,0,0
"5165","IRN","AS","Iran (Islamic Republic of)","2024",25,506.148566162938,0,0,0,0,0
"5100","IRQ","AS","Iraq","2024",15,191.594069817891,0,0,0,0,0
"5230","ISL","EU","Iceland","2024",21,29.7124962564714,1,0,0,0,0
"4968","ISR","AS","Israel","2024",23,456.695510966319,1,0,0,0,0
"5295","ITA","EU","Italy","2024",27.81,2069.54817619174,1,1,1,1,0
"5361","JAM","NO","Jamaica","2024",25,15.7199616632988,0,0,0,0,0
"5360","JEY","EU","Jersey","2024",0,NA,0,0,0,0,0
"5426","JOR","AS","Jordan","2024",20,47.5734923100792,0,0,0,0,0
"5491","JPN","AS","Japan","2024",29.74,5031.6292061327,1,0,1,1,0
"5950","KAZ","AS","Kazakhstan","2024",20,209.721343634012,0,0,0,0,0
"5556","KEN","AF","Kenya","2024",30,113.666015922188,0,0,0,0,0
"5621","KGZ","AS","Kyrgyzstan","2024",10,10.1156226196893,0,0,0,0,0
"5686","KHM","AS","Cambodia","2024",20,29.9048537439732,0,0,0,0,0
"5751","KIR","OC","Kiribati","2024",30,NA,0,0,0,0,0
"5753","KNA","NO","Saint Kitts and Nevis","2024",33,1.11620526894683,0,0,0,0,0
"5819","KOR","AS","Republic of Korea","2024",26.4,1886.82714476606,1,0,0,1,0
"5884","KWT","AS","Kuwait","2024",15,124.14025127615,0,0,0,0,0
"6015","LAO","AS","Lao People's Democratic Republic","2024",20,21.4384847651917,0,0,0,0,0
"6080","LBN","AS","Lebanon","2024",17,34.9720202610656,0,0,0,0,0
"6276","LBR","AF","Liberia","2024",25,3.18316852136217,0,0,0,0,0
"6601","LBY","AF","Libya","2024",20,67.9422262757924,0,0,0,0,0
"6145","LCA","NO","Saint Lucia","2024",30,2.16640493794756,0,0,0,0,0
"6210","LIE","EU","Liechtenstein","2024",15,NA,0,0,0,0,0
"6211","LKA","AS","Sri Lanka","2024",30,90.5623469860481,0,0,0,0,0
"6341","LSO","AF","Lesotho","2024",25,2.19544191629397,0,0,0,0,0
"6406","LTU","EU","Lithuania","2024",15,57.1993947289998,1,1,0,0,0
"6471","LUX","EU","Luxembourg","2024",24.94,72.8759400336234,1,1,0,0,0
"6536","LVA","EU","Latvia","2024",20,34.119527031789,1,1,0,0,0
"7125","MAC","AS","China, Macao Special Administrative Region","2024",12,48.4626896085424,0,0,0,0,0
"6798","MAF","NO","Saint Martin (French Part)","2024",20,NA,0,0,0,0,0
"6666","MAR","AF","Morocco","2024",33,136.240860255429,0,0,0,0,0
"6731","MCO","EU","Monaco","2024",25,NA,0,0,0,0,0
"6732","MDA","EU","Republic of Moldova","2024",12,10.4984354970458,0,0,0,0,0
"6799","MDG","AF","Madagascar","2024",20,15.7233241499712,0,0,0,0,0
"7388","MDV","AS","Maldives","2024",15,6.36175686804187,0,0,0,0,0
"7518","MEX","NO","Mexico","2024",30,1286.96083832509,1,0,0,1,0
"6865","MKD","EU","The former Yugoslav Republic of Macedonia","2024",10,12.7136405021617,0,0,0,0,0
"6930","MLI","AF","Mali","2024",30,19.5749779023923,0,0,0,0,0
"7258","MLT","EU","Malta","2024",35,18.991780113897,0,1,0,0,0
"6995","MMR","AS","Myanmar","2024",22,63.9461006674083,0,0,0,0,0
"6797","MNE","EU","Montenegro","2024",15,NA,0,0,0,0,0
"7060","MNG","AS","Mongolia","2024",25,14.8993934648971,0,0,0,0,0
"7190","MNP","OC","Northern Mariana Islands","2024",21,NA,0,0,0,0,0
"7648","MOZ","AF","Mozambique","2024",32,16.1315289876801,0,0,0,0,0
"7192","MRT","AF","Mauritania","2024",25,8.4618216677734,0,0,0,0,0
"7257","MSR","NO","Montserrat","2024",30,NA,0,0,0,0,0
"7323","MUS","AF","Mauritius","2024",15,15.840466003578,0,0,0,0,0
"7453","MWI","AF","Malawi","2024",30,10.7694579685586,0,0,0,0,0
"7583","MYS","AS","Malaysia","2024",24,402.053794537278,0,0,0,0,0
"7713","NAM","AF","Namibia","2024",32,14.0326630542732,0,0,0,0,0
"7778","NCL","OC","New Caledonia","2024",30,NA,0,0,0,0,0
"7779","NER","AF","Niger","2024",30,16.787492207585,0,0,0,0,0
"7845","NGA","AF","Nigeria","2024",30,432.812651005865,0,0,0,0,0
"7910","NIC","NO","Nicaragua","2024",30,15.7666219163731,0,0,0,0,0
"8171","NIU","OC","Niue","2024",30,NA,0,0,0,0,0
"7975","NLD","EU","Netherlands","2024",25.8,932.312920823787,1,1,0,0,0
"8040","NOR","EU","Norway","2024",22,443.784270648093,1,0,0,0,0
"8105","NPL","AS","Nepal","2024",25,38.855616977507,0,0,0,0,0
"8170","NRU","OC","Nauru","2024",25,NA,0,0,0,0,0
"8172","NZL","OC","New Zealand","2024",28,237.203562502715,1,0,0,0,0
"8237","OMN","AS","Oman","2024",15,85.8560241304492,0,0,0,0,0
"8563","PAK","AS","Pakistan","2024",29,411.839932964176,0,0,0,0,0
"8302","PAN","NO","Panama","2024",25,75.7087031556508,0,0,0,0,0
"8367","PER","SA","Peru","2024",29.5,241.414745282548,0,0,0,0,0
"8498","PHL","AS","Philippines","2024",25,425.994736585995,0,0,0,0,0
"8433","PNG","OC","Papua New Guinea","2024",30,25.4931987166303,0,0,0,0,0
"8628","POL","EU","Poland","2024",19,662.520675231287,1,1,0,0,0
"8695","PRI","NO","Puerto Rico","2024",37.5,103.101166023073,0,0,0,0,0
"8761","PRT","EU","Portugal","2024",31.5,250.599989368084,1,1,0,0,0
"8827","PRY","SA","Paraguay","2024",10,45.1907849920144,0,0,0,0,0
"8760","PSE","AS","State of Palestine","2024",15,NA,0,0,0,0,0
"8432","PYF","OC","French Polynesia","2024",25,NA,0,0,0,0,0
"8892","QAT","AS","Qatar","2024",10,173.187704483746,0,0,0,0,0
"8958","ROU","EU","Romania","2024",16,256.395890574833,0,1,0,0,0
"9088","RUS","EU","Russian Federation","2024",20,1780.28155035317,0,0,0,1,1
"9153","RWA","AF","Rwanda","2024",28,14.7321265455949,0,0,0,0,0
"9218","SAU","AS","Saudi Arabia","2024",20,813.671164559629,0,0,0,1,0
"9413","SDN","AF","Sudan","2024",35,98.4931485267045,0,0,0,0,0
"9806","SEN","AF","Senegal","2024",30,29.7074792378571,0,0,0,0,0
"9543","SGP","AS","Singapore","2024",17,408.285419261718,0,0,0,0,0
"9608","SHN","AF","Saint Helena","2024",25,NA,0,0,0,0,0
"9283","SLB","OC","Solomon Islands","2024",30,1.64318685511672,0,0,0,0,0
"9740","SLE","AF","Sierra Leone","2024",25,4.65064616838586,0,0,0,0,0
"10003","SLV","NO","El Salvador","2024",30,29.3186009648209,0,0,0,0,0
"9805","SMR","EU","San Marino","2024",17,NA,0,0,0,0,0
"9023","SRB","EU","Serbia","2024",15,55.8156156670514,0,0,0,0,0
"9937","SSD","AF","South Sudan","2024",30,NA,0,0,0,0,0
"9938","STP","AF","Sao Tome and Principe","2024",25,0.430993866828875,0,0,0,0,0
"9872","SUR","SA","Suriname","2024",36,3.3635181148945,0,0,0,0,0
"9675","SVK","EU","Slovakia","2024",21,109.021195530782,1,1,0,0,0
"9609","SVN","EU","Slovenia","2024",22,58.0286136061131,1,1,0,0,0
"9478","SWE","EU","Sweden","2024",20.6,601.176765236684,1,1,0,0,0
"10134","SWZ","AF","Swaziland","2024",25,5.48138916685738,0,0,0,0,0
"10068","SXM","NO","Sint Maarten (Dutch part)","2024",34.5,NA,0,0,0,0,0
"9348","SYC","AF","Seychelles","2024",25,1.85614254538077,0,0,0,0,0
"10069","SYR","AS","Syrian Arab Republic","2024",25,18.3822865227222,0,0,0,0,0
"10199","TCA","NO","Turks and Caicos Islands","2024",0,NA,0,0,0,0,0
"10200","TCD","AF","Chad","2024",35,11.4005276606271,0,0,0,0,0
"10266","TGO","AF","Togo","2024",27,8.98518257115705,0,0,0,0,0
"10331","THA","AS","Thailand","2024",20,498.314260799166,0,0,0,0,0
"10396","TJK","AS","Tajikistan","2024",18,12.5187623148171,0,0,0,0,0
"10461","TKL","OC","Tokelau","2024",0,NA,0,0,0,0,0
"10463","TKM","AS","Turkmenistan","2024",8,61.3184635693628,0,0,0,0,0
"10462","TLS","OC","Timor-Leste","2024",10,NA,0,0,0,0,0
"10593","TON","OC","Tonga","2024",25,0.469386963796455,0,0,0,0,0
"10723","TTO","NO","Trinidad and Tobago","2024",30,22.8507807185836,0,0,0,0,0
"10528","TUN","AF","Tunisia","2024",15,44.3380898539064,0,0,0,0,0
"10658","TUR","AS","Turkey","2024",25,1145.850696114,1,0,0,1,0
"10789","TWN","AS","Taiwan","2024",20,743.044672062016,0,0,0,0,0
"10854","TZA","AF","United Republic of Tanzania","2024",30,73.885406525791,0,0,0,0,0
"10984","UGA","AF","Uganda","2024",30,44.2437677283793,0,0,0,0,0
"10919","UKR","EU","Ukraine","2024",18,93.2435972870584,0,0,0,0,0
"11115","URY","SA","Uruguay","2024",25,70.0820186776426,0,0,0,0,0
"11050","USA","NO","United States of America","2024",25.631375,22956.7515601208,1,0,1,1,0
"11180","UZB","AS","Uzbekistan","2024",15,90.9344323237077,0,0,0,0,0
"11246","VCT","NO","Saint Vincent and the Grenadines","2024",28,0.945975463743504,0,0,0,0,0
"11311","VEN","SA","Venezuela (Bolivarian Republic of)","2024",34,102.077528431614,0,0,0,0,0
"11376","VGB","NO","British Virgin Islands","2024",0,NA,0,0,0,0,0
"11377","VIR","NO","United States Virgin Islands","2024",23.1,NA,0,0,0,0,0
"11378","VNM","AS","Viet Nam","2024",20,412.169039914896,0,0,0,0,0
"11443","VUT","OC","Vanuatu","2024",0,0.942574249773422,0,0,0,0,0
"11508","WLF","OC","Wallis and Futuna Islands","2024",0,NA,0,0,0,0,0
"11509","WSM","OC","Samoa","2024",27,0.875302366146489,0,0,0,0,0
"11574","XKX","EU","Kosovo, Republic of","2024",10,NA,0,0,0,0,0
"11575","YEM","AS","Yemen","2024",20,14.8126411487176,0,0,0,0,0
"11641","ZAF","AF","South Africa","2024",27,395.196302171294,0,0,0,1,1
"11706","ZMB","AF","Zambia","2024",30,32.3473209764761,0,0,0,0,0
"11771","ZWE","AF","Zimbabwe","2024",24.72,25.1075022730004,0,0,0,0,0
